label,text,text_length
4.0,mong video được truyền_đạt với nhiều ngôn_ngữ để thế_giới biết về cuộc_chiến và con_người việt_nam,98
4.0,trungkien71 mày có hiểu gì về ls kg 58 nghìn lính mĩ chết đấy con mày xem cuộc_chiến 10 nghìn ngày đi xem lính mĩ ở khe sanh nó sợ thế_nào,138
4.0,trận khe sanh là trận đánh vỗ_mặt của bộ_đội vn,47
4.0,sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart,79
4.0,mình vinh_dự là khẩu_đội_trưởng khẩu_đội súng cao_xạ 12ly7 tiểu_đoàn 16 trực_thuộc quân_đoàn 2 binh_đoàn hương_giang red_heart đời_đời ghi_nhớ công_ơn và noi gương các anh_hùng liệt_sĩ trung_dũng thiện_chiến,207
2.0,vô_cùng tự_hào mình là người việt_nam được sống trong đất_nước thành bình đất_nước đang phát_triển như vũ_bão như ngày_nay chúng_ta phải trả_giá bằng bao_nhiêu xương_máu cha_ông thật tự_hào khi tiêu_diệt hoàn_toàn các thế_lực thù_địch và chủ_nghĩa đế_quốc xin cảm_ơn những anh_hùng đã hy_sinh vì tổ_quốc xin cảm_ơn những ủng_hộ đóng_góp giúp_đỡ của anh_em thế_giới đặc_biệt là sự giúp_đỡ khổng_lồ của liên_xô về lượng tên_lửa vũ_khí hiện_đại khkt kinh_tế máy_móc công_nghiệp vận_tải cho việt_nam việt_nam hồ_chí_minh,516
4.0,đánh như ở uk hiện_nay là tàn_khốc lắm lính hai bên chết nhiều đánh_đồng_bằng như ở cửa việt quảng_trị,102
4.0,lính miền bắc chi_viện cho quân giải_phóng vào tới nam_bộ chắc còn 30 vì dọc đường họ bị bom rơi đạn bắn muỗi rừng sốt_rét chói nước bệnh_tật chỉ từ năm 1974 trở_đi là quân vô ồ_ạt khỏe mạnh thôi nên kết_thúc chiến_tranh vn sớm năm 1975,236
4.0,da i như thê na y xem liê n ma ch max phê luôn,46
4.0,58000 người mà phải ra hàng thế mới biết làm vì tiền của mẽo thì thế thôi hết tiền thì đánh làm gì hàng vô điều_kiện,116
2.0,quochung3240 thật tự_hào khi là con_cháu của anh bộ_đội cụ hồ đã có những năm_tháng hào_hùng ấy chýc bạn và gia_đình luôn vui_khỏe thành_công và hạnh_phúc,154
2.0,bố của bạn là niềm tự_hào của gia_đình dòng_họ và lớn hơn là của dân_tộc chúng_tôi cũng được vui lây,100
2.0,riêng về chiến_tranh việt_nam ta luôn có những tướng đại_tài mà thời nào cũng có,80
4.0,cái ông làm video bốc_phét một phần face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy nên nhớ vũ_khí chông mỹ phần_lớn là trung_quốc_con anh cả vỉệt_nam là liên_xô đã áp sát biên_giới trung_quốc rồi không rút mới_lạ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,303
4.0,coi xong vid cái làm được 2c sử_tích_cực,40
4.0,trời đã sinh ra nava sao lại còn sinh ra tướng_giáp,51
3.0,mãi_mãi ngưỡng_mộ và nhớ ơn công_lao của các bác,48
4.0,thiệu là một người không có trình_độ thua là đúng,49
1.0,hieubui9542 em ơi ba_lan ổ việt gian rửa_tiền buôn_lậu để chơi sang nhờ vào dân_chủ mà no_ấm nhưng vẫn tôn_thờ lũ cộng gian thật khốn_nạn phải không em ba_lan ký_tên tố hữu nguyên cựu việt_gian kiêm việt_cộng ở miền bắc_xã nghĩa khi còn tại thế,244
2.0,nói về đánh trận các cụ ta giỏi thật,36
3.0,tổ_quốc luôn biết_ơn và ghi công những người chiến_sĩ năm ấy,60
2.0,các cụ ngày_xưa ăn_không đủ no mặc không đủ ấm ngủ không đủ giấc nhìn ai cũng gầy sống nay chết mai mà nói về đánh giặc thi không ai lùi_bước ngưỡng_mộ tinh_thần yêu nước của dân_tộc việt_nam đời_đời nhớ ơn bác hồ nhớ ơn các anh_hùng liệt_sĩ,241
2.0,cả một lữ_đoàn dù 5 000 lính trở_thành tù_binh cảm_ơn anh người chiến_sĩ giải_phóng_quân miền nam anh_hùng,106
2.0,quân_số hỏa_lực gấp chục lần mà quân_đội mình vẫn trụ vững 81 ngày như thế thì phải nói ông_cha ta ngày ấy gan_lì và thiện_chiến cỡ nào lâm_trận là các cụ quyết một mất một còn đánh đến người cuối_cùng với địch chứ không có chuyện hèn_nhát đầu_hàng bao_giờ cả đánh nhau hằng chục năm mà đâu có trận nào mà quân giải_phóng gọi là buông súng đầu_hàng đâu chứ tự_hào về các cụ thật_sự,381
1.0,tự tìm sách mà đọc xem miễn_phí lại còn vớ_vẩn,46
1.0,nếu có tự_hào thì nên xin đăng_ký đeo súng bơi ra trường_sa_đuổi chệt lấy lại mỏ dầu_khí hay là tự xiềng chân vào xe_tăng súng_cối lên biên_giới chiếm lại ải_nam quan đồng_đăng để chứng_minh với thế_giới rằng quân_đội vn hùnh mạnh nhất thế_giới đi nghe cớ gì mà cứ núp lùm bám bờ mãi,283
1.0,gần 1 thế_kỷ mà dân vn còn u_mê tăm_tối xin chúc_mừng heheeheeeee,65
2.0,noi gương bác giáp và các anh_hùng liệt_sĩ chúng con là những người thế_hệ sau chúng con rất biết_ơn sâu_sắc này ghi_nhận bây_giờ lên thăm đb phủ cảm_động dung,159
4.0,một bộ phim có rất nhiều tư_liệu và hình_ảnh quý_giá,52
4.0,thì chỉnh tốc_độ chậm lại đi má,31
4.0,nếu thi_đấu cờ_vua thì chẳng vui hơn sao,40
2.0,thật tự_hào ông_cha ta đã hy_sinh tât cả đê giải_phóng đất_nước,63
4.0,mình tên là ngọc đấy,20
4.0,trường_học không_thể day kiểu này được vì bộ giáo_dục tinh rồi không nên gây_sự hân thu làm gì vào đầu_óc của giới trẻ,118
4.0,cha bạn nói đúng vì quân giải_phóng đánh với cả mỹ ngụy_nên ngụy_chết ít là phải thôi,85
4.0,ban co biet tai sao mien bac phai giai phongmien nam không,58
3.0,thật khâm_phục sự dũng_cảm ý_chí của thế_hệ cha_ông ta ngày sưa,63
4.0,chúng_mày quảng_cáo ít thôi choi tai lắm,40
4.0,cụ ô mã nhi và cụ thoát hoan nhà chúng_nó bảo rằng tao suýt bỏ_mạng tụi bay chưa là gì mà đến hà_nội đến rồi hết đường về,121
4.0,là bất_cứ người vn nào của xhcn thì sẽ không bao_giờ có_thể làm tài_liệu được như những người tây phuong vì không bao_giờ dám nói sự_thật mình đi xăm chiếm quê huong của người khác mà_lại tự khen mình vn xứng_đáng là quốc_gia và người vn tồi,241
4.0,bác của anh trực_thuộc binh_đoàn hương_giang ạ,46
4.0,trung đôi 2 là trung đôi mai quốc_ca,36
4.0,mỹ nó chưa sử_dụng bom h đấy 1 trái là san phẳng 1 tp như nhật bản lý_do mỹ nó cug tih đường lui chứ nó chơi bom h thì xong rồi,127
3.0,đời_đời nhớ ơn các chiến_sĩ đã chiến_đấu quên_mình mong kênh làm thêm nhiều video để thế_hệ trẻ cảm_nhận được giá_trị lịch_sử của thời_bình,139
4.0,hơi 10 khẩu phao không giật thả xuống điện_biên_linh pháp chỉ thu được 2 khẩu số còn lai coi như làm_quà cho việt_minh party_popper party_popper party_popper smiling_face_with_smiling_eyes,188
4.0,quan_trọng ở chỗ đó tq đánh chủ_yếu để bắt vn rút quân ra khỏi campuchia thôi,77
1.0,người_ta yêu nước hy_sinh vì độc_lập dân_tộc mà có những kẻ sinh ra trong thời_bình lại đi bắt bé từng câu chữ chịu,115
0.0,miền nào cũng có đau_thương mất_mát trong cuộc_chiến tương_tàn này người lính họ chỉ có nhiệm_vụ làm theo lệnh của lũ lãnh_đạo nên_người lính hai bên đều chiến_đấu hết_mình không ai có quyền trách họ nếu có trách thì trách lũ lãnh_đạo chỉ vì nghe theo lệnh của quan thầy mà nướng hơn 2 triệu quân_dân hai miền,309
4.0,bài phân_tích hay quá cảm_ơn ad,31
4.0,nhuynguyen4782 xin mình thấy có ai cho không ai gì không thế_nào là xin,71
2.0,ý_trí chiến_đấu giành độc_lập của vn ta đã có từ xa_xưa hàng nghìn năm trước thật tự_hào,88
1.0,3 nó khát nước nên nó cay mắt mẹ rồi,36
0.0,thấy ông ngoại kể 500 người đi trong đợi tuyển_quân thì chỉ có 3 40 người chở về,80
0.0,47 năm ngày giải_phóng xem những thước phim này thật xúc_động,61
4.0,ducannguyen7372 cộng_sinh họ có công_nghệ ta có_nhân_lực địa_lý độc_lập là bị bóp_chết ngay,91
4.0,グエントゥアン quân và dân mièn nam tham_gia rát đông và nhièu chi huy gioi nha mây nguoi thành phó_my cho ăn huong thu thì không muôn giai phóng thui,143
1.0,dân việt_toàn bọn tham_nhũng mà,31
0.0,tôi sinh ra và lớn lên ở khe sanh ban_đêm trăng sáng lên làng vây vẫn nghe tiếng hành_quân nghe người_lớn bảo là ở đây hy_sinh nhiều lắm bom_đạn rất nhiều ở trên các đỉnh đồi vẫn còn vài xác máy_bay bây jo còn ít tại ng dân đem về bán đồng_nát ngày lể học_sinh hay lên nghĩa_trang thắp hương quét_dọn tầm 50 liêt sỉ ở nghĩa_trang đều ghi liệt sỉ chưa biết tên,359
4.0,คนไทยมองเว ยดนามค อประเทศต ณภาพต ำ ฉ นสงสารคนเว ยดนามจร งๆ ทำไมถ งค ดว าคนไทยกล วค ณ 555ตลกมาก คนไทยมองเว ยดนามอย ละด บเด ยวก บเขมร ลาว ผมอ านความเห นชาวเว ยดนามแล วตลกมาก555,174
3.0,được sự chi_viện của bọn mỹ thuận_lợi quá nhieu nhưng không làm dược gi các anh bộ_đội cụ hồ oai_phong và thiện_chiến xin cám_ơn các anh bộ_đội đã làm cho bọn hoa kỳ biến khỏi viet nam,184
4.0,nó đâu dám tiếng xuống hà_nội trung_quốc là con_cháu mà,55
4.0,không phải nói oai về đánh trận mấy bạn hàng_xóm không phải đối_thủ của việt_nam kể_cả tq crying_face,101
4.0,nó đánh chủ_yếu là để bắt vn rút khỏi campuchia thôi vn mà chiếm luôn campuchia thì mạnh quá sao tq kiểm_soát đc bây_giờ campuchia là đệ ruột của tq,148
4.0,hình_như bọn mỹ dùng chiến_thuật biển trực_thăng và máy_bay cũng giỏi,69
4.0,bạn ơi mình đã tra rất nhiều tư_liệu nhưng không tìm được những khó_khăn của chiến_dịch hồ chí minh không_lẽ 1 chiến_dịch mà_lại lại thành_công với không có cản_trở gì sao cả về quân_sự lẫn chính_trị,199
4.0,hãy để chúng đến và không cho chúng về,38
3.0,tôi mới từ ukraine về thật_sự nếu không trực_tiếp chứng_kiến tôi chẳng_thể_hình_dung được chiến_tranh nó như thế_nào đặt_chân về việt_nam sau 3 tháng sống trong căn hầm tránh boom thật_sự vô_cùng xúc_động chiến_tranh thật kinh_khủng con_người cũng kinh_khủng,258
4.0,kenh hay nhất tui tung nghe vừa nghe vừa ngủ sướng_vl,53
4.0,nên làm bản tiếng anh và nhiều tiếng khác cho thế_giới biết đi bạn phụ_đề ngta lười đọc lắm dùng ai đọc dễ èo à quan_trọng là tg biết được cách nhìn của lịch_sử theo hướng vn thay_vì phiến_diện của phương tây ai ủng_hộ tui like nào party_popper,244
3.0,hungluc8789 thế mới nói các bác thật là anh_hùng bất_khuất cảm_phục,67
2.0,vinh_quang cho nước nga vinh_quang cho người nga red_heart red_heart red_heart,78
4.0,lịch_sử việt_nam hay như vậy một thời hào_hùng thế_mà sao các bạn trẻ không mấy mặn mà nhỉ,90
4.0,người thắng cuộc nói gì cũng giỏi 47 năm thông nhất nếu_như bây_giờ cho người dân vn chọn tự_do hay cộng sãn sẽ biết không hiểu sao lãnh_đạo miền bắc nếu_như để miền nam tự_trị 50 năm chắc có_lẽ đất_nước không có tàn_lụi như bây_giờ người khôn người dại hơn nhau ở bộ_óc người khôn dùng trí pháp triển quốc_gia người dại luôn rình_rập cướp,339
4.0,clip rất chất_lượng ngàn like,29
3.0,cám_ơn ông_cha ta đã đánh_đổi sinh_mạng tuổi xuân để_dành được hoà_bình cho đất_nước để thế_hệ sau được hoà_bình có cuộc_sống bình an sin chân_thành cám_ơn trong cuộc_chiến với mỹ nếu mỹ mà đánh theo kiểu lục_quân chỉ xe_tăng pháo và bộ_binh thì mỹ thua xa việt nam ta việt_nam ta rất thiện_chiến đánh rất giỏi,310
4.0,thời đó mà thả trái hạt_nhân chiến_thuật thì đỡ khổ cho dân bây_giờ,67
2.0,red_heart red_heart red_heart cha_ông ta quá anh_dũng và quá thiện_chiến,72
2.0,may_mà rút quân về kịp chứ còn đánh nữa lúc đó chắc tq phải tử thủ chứ ở đó mà dạy cho vn 1 bài_học,99
4.0,muốn tràn xuống nhưng mà tràn xuống đâu dễ như vậy đừng quên trước khi xuống được hà_nội phải băng qua các hàng_rào_chắn hồi đấy nghe ông nội kể lại có vượt qua được các tỉnh miền núi thì vẫn còn các phòng_tuyến được dựng lên từ trước mấy lớp phòng_thủ thủ_đô cơ trung_quốc đánh lạng_sơn cao bằng còn đang quoắn cả lên nói gì đến vào sâu trong nội_địa có đi mà không về luôn ấy chứ chưa kể một_khi chủ_lực việt nam vào trận có khi chưa đến được hà_nội đã chả còn quân mà đánh rồi bài_học về 50 vạn quân nguyên mông 29 vạn quân thanh còn đó việt_nam mong trung_quốc tràn xuống sâu trong nội_địa lắm chứ lúc đấy sân_nhà sẽ phát_huy một_cách đáng sợ sẵn_sàng cho một trận chiến định giang san trung_quốc khôn đấy chứ đánh xuống ta cũng chả ngại gì mà đánh sang trung_quốc san phẳng tp bằng tường,792
4.0,đúng_ra xuân lộc thất_thủ rồi thì_thôi,38
2.0,quân_đội vn không phải là quân_đội mạnh nhất nhưng là quân_đội đánh_bại_quân_đội mạnh nhất thế_giới,99
4.0,jsp1233 ao qua dan toc khmer krom chiem 90 dan toc o mien nam vn dan toc kinh la dtoc thiu so chiem khoang 15 dan toc,117
4.0,cảm_ơn kênh đã đem lại cái nhìn chính_xác về lịch_sử kháng_chiến chống mỹ của việt_nam,86
2.0,nếu không có b52 ta dư sức đánh một trận quy_ước với mỹ mức_độ thiện_chiến thì mỹ gọi việt_nam bằng_cụ,102
2.0,không rút nhanh về quân ta từ camphuchia với mặt_trận phía nam kéo về thì đến bắc kinh chưa chắc đã giữ được ở đấy mà xuống hà_nội 2 tiếng,138
4.0,người miến mới là nỗi ám_ảnh với người thái,43
4.0,tungduy3408 đùa ông bạn này phũ_thế,35
4.0,nghe râ t nhiê u lâ n ru i nhưng môi lâ n nghe đê u rưng_rưng nc mat co mô t viê t_nam anh hu ng như thê tha mâ t tâ t ca chư không chi u la m nô lê không chi u_mâ t nc tô quô c đơ i đơ i ghi ơn ca c anh hung liê t si đa nă m xuô ng đê ba o vê tô quô c va ca c anh hu ng đa chiê n đâ u đê ba o vê tô quô c nên co được ru i thi cô ma giư lâ y nươ c moi ngươ i thơ i bi nh giơ vâ n co n nhi u pha n đô ng nă m vu ng va bên ngoa i muô n chiê m nc ta lâ n nư a,456
4.0,thích ad làm những đề_tài như_vậy rất hay,41
1.0,tội_ác thằng mỹ là dã_man dùng người việt tự giết nhau còn nó thì buồn buồn gấp máy_bay giấy xong bay giải cát bụi um đất_nước việt nam anh covits 19 lấy mạng người mỹ khá nhiều rồi ông trời ăn_ở công_bằng lắm,209
4.0,phải nói mặc_dù đất nc mình nghèo hơn so 1 số nc khác nhưng,59
2.0,quá nể phục các bác bộ_đội vn giỏi nhất tự_hào là ng dân vn anh_hùng,68
4.0,c grinning_face_with_sweat grinning_face_with_sweat 10 55 grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat smiling_face_with_smiling_eyes,188
4.0,thuc sư ý_chí tinh_thần thep,28
4.0,ác_mộng của người mỹ ok tôi là thịnh,36
4.0,sao mỹ không đem bơm nguyên_tử danh nhẹ 1 qua cho nó rực_rỡ ta,62
4.0,truongdo4881 bạn nói đúng về sự khinh địch của tướng pháp nhưng sai về thời_điểm lúc nhận ra ông ta đã bại rồi ông ta cứ nghĩ vm chỉ gùi hàng or thồ bằng gia_súc tôi cho rằng nếu ông ta biết vm đảm_bảo được lương_thực hậu_cần như vậy cải_tiến xe_đạp thồ nâng hiệu_suất vận_tải lên gấp 4 5 lần thì ông ta và đội_ngũ của ông ấy sẽ huy_động tất_cả lực_lượng còn lại để cắt cho kì được đường tiếp_tế của vm kết_hợp với việc phân_tán khối chủ_lực đang uy_hiếp họ ở đb,462
4.0,chỉ cần trung_quốc ngày 6 3 mới tuyên_bố rút quân thì thành_phố bằng tường đã bị san phẳng trong ngày 5 3 may cho trung_quốc,124
2.0,các cụ đánh trận hay quá,24
4.0,đạp nào hiệp_định lính mỹ rút trong hoà_bình_quân vn ở lại miền nam chứ không phải 2 bên cùng rút quân,102
4.0,vậy thì đòi lại tất_cả đất của đế_quốc đại_nam đi,49
1.0,ngày_xưa mà việt nam có máy_bay trực_thăng như bọn ba_que thì cuộc_chiến kết_thúc trước 30 4 rồi toàn là hành_quân đi bộ mà đánh cho bọn mỹ ngụy chạy trối_chết rồi,163
0.0,bên nào thắng cũng được miễn là toàn_vẹn lãnh_thổ người việt chúng_ta không phải tàn_sát lẫn nhau nữa mấy ngàn năm đánh nhau quá_khổ rồi,136
4.0,kế vây điểm diệt viện là do tướng nguyễn_hữu_an vạch ra,55
1.0,phải nói các cụ hay thật chưa có quân_chính_quy mà đã như thé rồi chứ nếu chính_quy mà vào chắc các anh phương bắc bỏ_xác lại hơi nhiều à,137
1.0,trận chiến đúng nghĩa_là chúng_ta dùng máu_thịt tính_mạng để đổi toàn cảm_tử quân red_heart red_heart red_heart,111
1.0,tự_hào nước_mắt tuôn trào bây_giờ thì nghẹn_ngào làm_sao,56
3.0,đã xem đầy_đủ nhiều lần tất_cả các chiến_dịch của kênh rất giá tri cho hậu_thế,78
4.0,bố mjh cũng đi chống mỹ đánh mỹ từ bắc vào nam đi 10năm chiến_đấu đến năm 1975 giải_phóng mới được ra_quân ông về sống mất mãn vì trả được chế_độ gì,148
1.0,sao kênh không làm clip 9 bác hồ đã ra_lệnh cho bác phạm văn đồng ký hiệp_định công_nhận 12 hải_lý gồm 2 quần_đảo trường_sa và hoàng_sa cho trung_quốc để đổi lại trung quốc hỗ_trợ đánh cướp mnvn,194
1.0,đó là bài_học cho những kẻ sâm lược đã gây cho nhân_dân ta quá nhiều đau_khổ,76
4.0,sự_thật là gì vậy miên,22
2.0,cuộc_chiến tháng 2 năm 79 nếu tq cho quân đánh xuống hà_nội thì chúng_ta gặp rất nhiều khó_khăn trong vấn_đề lấy đất đâu mà chôn xác quân xâm_lược,146
4.0,năm đó nga kéo quân sang biên_giới tq diễn_tập nga dọa tq sẽ đánh tq nếu không rút khỏi vn đó là lí_do tại s tq phải rút khỏi vn khi chỉ còn cách hn 20km,153
4.0,kiencavlogs6922 lúc đó xô_trung đang gần như chiến_tranh_lạnh đến 1989 mới chơi lại với nhau,92
4.0,xe thời đó cũng chạy được 40 50km h nhé,39
4.0,đọc như cầm sách đọc nghe tai trái ra tai phải chán_vl,54
3.0,biết_ơn thế_hệ cha_ông các anh_hùng liệt_sĩ,43
4.0,từ lúc đánh khe sanh dàn quân đánh thẳng mặt mỹ thì đã biết bọn vnch này chẳng_là cái gì cả việc giải_phóng hoàn_toàn mn thống_nhất trọn_vẹn lãnh_thổ chỉ còn là thời_gian thôi,175
4.0,no dam toi sông cầu_đập nát đầu dam tàu cộng,44
4.0,red_heart red_heart red_heart red_heart red_heart red_heart,59
3.0,vậy mới là chân_thực mới cảm_nhận được người thật việc thật_sự hi_sinh vất_vả của các anh_hùng liệt_sĩ,102
4.0,tq kể_cả bây h vẫn chỉ có biển người là đông trc bị nhật nó vả cho tq có tự giải_phóng dân_tộc được đâu năm đó liên_xô có bài rất hay_là đuổi ng hoa về nc nhưng bắt đi đường_bộ trên đg đi mở cửa_sổ để thấy lx đang vận_chuyển vũ_khí đến sát biên tq,247
4.0,trungnguyenvan4424 trung_quốc không muốn chiếm đất mà muốn hạ_bệ nền kinh_tế việt_nam và liên_xô cuối_cùng liên_xô tan_rã kinh_tế việt_nam sụp_đổ trung_quốc và mỹ trở_thành bạn tốt kết_quả tuyệt_vời,198
2.0,dân_tộc việt_nam là một dân_tộc kiên_cường bất_khuất thà hy_sinh tất_cả chứ nhất_định không chịu cúi đầu trước thực_dân và đế_quốc câu nói bất_hủ,145
0.0,nhìn những hình_ảnh này tôi đã khóc thương cha_anh mình vô_cùng cầu_mong sao linh_hồn các chiến_sĩ đã hy_sinh đẹ siêu_thoát,123
4.0,3 3 gia dinh chi that tuyet voi,31
4.0,huyềnnguyễnthịmỹ o7e có vấn_đề về đọc hiểu,42
4.0,quan_đây là quan_tài coffin chứ không phải lên lon đâu nha cho bạn nào không hiểu,81
4.0,bon trung an no don roi van to mom noi lao danh_ca thang troi không vuot được qua cau tai ho sin cao_bang duoi thi xa cao bang 20 km,132
4.0,bà cháu 84 giờ ngồi xe_lăn rồi không biết sử_dụng smart phone đâu ạ,67
3.0,rất cảm_ơn gđ bạn crying_face,29
0.0,nhiều ng chết mất xác luôn,26
4.0,chiến_thắng cao_điểm 689 của một tiểu_đoàn e246 tiểu_đoàn ấy được mang tên tiểu_đoàn 689,88
3.0,cảm_ơn anh battlecry nhờ video này mà nhóm tụi em có thêm kiến_thức để làm video về chiến_dịch này dthanks,106
3.0,ông bạn là 1 vị anh_hùng,24
4.0,chán học online toán vào đây học sử,35
4.0,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy quân đông mà hậu_cần yếu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hà_nội có gì ăn được đâu mà xuống face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,265
4.0,ad nói tình_hình campuchia với thái lan hiện jo sao ad,54
4.0,đo c bl cu a ba n ma nô i da ga,31
3.0,cảm_ơn kênh đã cho tôi thêm yêu lịch_sử nước_nhà red_heart red_heart red_heart red_heart,88
4.0,lấy_được hà_nội thì cũng như mất một thành_phố thôi chứ gì đâu mà face_with_tears_of_joy còn muốn biết sau khi mất hà nội chuyện gì xảy ra thì hỏi mông nguyên nhé face_with_tears_of_joy,185
4.0,đường 9 khe sanh là trận đbp thứ 2,34
4.0,sao ad không làm các video dài về chiến_tranh việt_nam thay_vì các video ngắn ví_dụ như sự_kiện tết mậu thân 1968 chiến_cuộc 1972 hiệp_định paris 1973 chiến_tranh biên_giới tây_nam 1979 chiến_tranh biên_giới phía bắc 1979,221
0.0,biết_bao con_người hy_sinh de face_with_open_mouth cho tham_nhũng bá_chủ,72
4.0,tiếp_nối việc tiến vào thăng_long hà_nội và đoàn_tụ với các cụ tổ_tiên ở gò_đống đa_anxious_face_with_sweat,107
0.0,ta tuy thắng nhưng thương_vong cũng lớn,39
0.0,cậu tôi cũng chết tại chiến_dịch này face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,105
4.0,nóc nhà đông dương là phan xi păng mà anh,41
4.0,說半天都是些戰術問題 戰略呢 戰爭難道是街頭打架嗎 戰爭結束了越南發展更好嗎 給你們幫助的蘇聯在那裏 小國實力弱就需要更聰明點 少意氣用事 大家相安無事合作發展 不然你們可以請美國來駐軍試試看後果 你們當然可以很英勇 我們也一樣 不就是換命嘛,121
4.0,bài gì vậy xin tên với,22
0.0,bố tôi gửi cả tuổi thanh xuân 14 năm ròng_rã chiến_đấu rồi về phục_viên về bị bệnh liên_miên không có tiền chữa_trị rồi qua_đời,127
3.0,chúc_bác sức_khỏe ạ red_heart red_heart red_heart chúng_cháu đời_đời nhớ ơn những anh_hùng liệt_sĩ đã hi_sinh để hiện_nay có được cuộc_sống yên bình ấm_no vietnam vietnam_vietnam,178
4.0,vn vietnam vietnam có tứ trụ mỹ thì có nhất trụ nhất mỹ trắng tài_phiệt face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,140
4.0,2h kiểu đi mây về gió 1 cũng về gặp gia_đình rồi lại đi luôn face_with_tears_of_joy face_with_tears_of_joy,106
4.0,nghe cứ vnch vnch như mấy kênh youtube của ngụy,47
4.0,bố mình cũg tham_gia đánh tây_nguyên khi mình mở clip này 2 bố con ngồi nghe ông mới nói giờ ngồi nghe toàn_cảnh trận chiến thì mới hình_dung ra được đầu_óc chiến_thuật của các tướng chỉ_huy của mình giỏi khi còn à chiến_sỹ tham_chiến ở đơn_vị thì nhiệm_vụ đánh đâu biết đấy thôi lên không hiểu được tư_duy cấp cao như thế_nào,326
2.0,tự_hào lắm yêu_thương lắm những người con của dân_tộc luôn làm lên những trang sử vẻ_vang trong mọi thời_đại,108
4.0,báo_chí giờ đưa tin giật_gân mới kiếm được nhiều tiền chứ đưa tin chính_thống thì báo không béo được bạn ơi,107
2.0,quân và dân việt_nam anh_hùng red_heart party_popper,52
2.0,rất hay thế mới biết sức_mạnh và nghệ_thuật của quân giải_phóng,63
4.0,thế mày chỉ chỗ không khách_quan tao xem nào,44
4.0,sach giao khoa pho thong không co chuong trinh nay ma chi dua vao hoc tap cho cac truong trung_cao cap chinh tri cua quan doi va he thong cac truong si quan cac hoc vien_quan su trong quan doi moi co nhu cau trong dao tao,221
4.0,thanhha1298 bị bắt nói hơi ngọng bạn thông_cảm,46
4.0,người mỹ chúng_tôi đã chiến_thắng khe_sanh nhưng quân giải_phóng đã cấm cờ lên đó grinning_squinting_face,105
4.0,sinh ra nhiều quán cầy tơ,25
4.0,ủa vậy sao cả chiến_dịch vẫn thua là thế_nào vậy bạn,52
2.0,người lính cả 2 phía điều đáng được vinh_danh chỉ có_điều là lí_tưởng khác nhau,79
4.0,đang xem chèn quảng_cáo mất cả hứng,35
4.0,nó đập cho kêu oai_oái vẫn to_mồm phét_lác,42
4.0,trung_quốc từ ngàn_xưa tới nay chưa bao_giờ là người bạn người hàng_xóm tốt_bụng cả,83
2.0,trời sinh tấn sao còn sinh giáp_trời sinh thanh_sao còn sinh giáp 3 đại_tướng bất_bại của vn 3 trong những tướng giỏi nhất lịch_sử,130
2.0,đăng_lãnh_đạo đúng quân_đội và bị nhân_dân anh_hùng,51
4.0,senoc4309 nên đọc và tìm_hiểu lại đi xem sư 308 304 là sư j cục_diện chiến_trường lúc bấy h đây không phải chiến_tranh cổ_điển mà mang quân cảm_tử đánh chểt bỏ,159
2.0,quân_đội nhân_dân việt nam là số 1 mỹ còn sút đầu me trán phải rút_lui trong danh_dự và câm kết bo mặc vnch không có mỹ thì ngụy xài gòn chịu sao nổi sức_mạnh của qđ việt_nam,174
2.0,đại_úy nguyễn_văn đương pháo đội_trưởng 6 khẩu 105 ly của pháo_đội 3 tiểu_đoàn 3 pháo_binh nhảy_dù chính là người anh_hùng trong nhạc_phẩm anh không chết đâu_anh của cố nhạc_sĩ trần_thiện thanh_đại_úy đương đã tuẩn tiết vào ngày 25 02 1971 tại căn_cứ đồi 31,257
4.0,chính ng mình n đánh ng mình n tìm diệt ng mình n ở mình n méo_diệt được phải cút ngụy_cg cút vậy cứ nỏ_mồm bảo mình b xâm_lược,127
3.0,đời_đời nhớ ơn bác hồ_chí_minh và các anh_hùng liệt_sĩ đã ngã xuống vì tổ_quốc pleading_face pleading_face pleading_face,120
1.0,cải_cách ruộng_đất đập bỏ tàn_dư phong_kiến nướng dân_tộc mun nem anh mao bưu bình lai mun nem nông thị xuân nguyễn thị minh khai tuyết nhung muôn_năm,150
3.0,bố tôi cũng đánh trận ở cánh đồng chum nè tay vẫn còn bị ghim vỏ đạn mà không đau,81
4.0,quân vịt cộng theo mác_lênin chúng bị lừa và kích_động không sợ chết lại được liên xô tàu cộng hộ chợ nhiệt_tình vậy mỹ dùng sức_mạnh đánh nhau với bọn mà không sợ chết rừng_núi như nhà của chúng là nguy_hiểm rồi cứ để cho ô diệm chỉ_huy rồi sét sau vội_vàng rễ hỏng việc kết_quả thằng nixson và cố_vấn kisgo bị mao_trạch đông_lừa cú lừa tuyệt_vời cú lừa thế_kỷ,361
