"Fixed_Comment","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at" 
"lưỡi ngắn hay nước_bọt nhiều hay sao mà nói ngọng_vậy",1497,"1","2024-12-10T13:37:18.619082Z",1495,2.707,"Neutral","2024-12-10T13:37:18.619082Z"
"Là người con của Việt_Nam_Cháu không bao_giờ quên những đau_thương mất_mát của tổ_quốc mình Cảm_ơn sự hy_sinh anh_dũng của các cô chú red_heart",1498,"1","2024-12-10T13:37:23.057217Z",1496,4.126,"Thankful","2024-12-10T13:37:23.057217Z"
"Vc giải_phóng xong mn trở_thành báo cô giúp lx sớm sụp Giải_phóng xong thì cả nước_ăn bobo khộ thế Gp xong thì cả khối vacxava sụp Khôn lanh chút thì vn đã không có thế_lực thù_địch ngày_đêm gào_thét chống_phá không bị mỹ diễn_biến hòa bình không có 2 cuộc_chiến bắc_nam_vô_nghĩa không có vụ xả súng ngày 11 6 23 không bị ăn cấm_vận của mỹ giờ vc đứng giữa mỹ và tàu không biết tồn_tại được bao_lâu",1499,"1","2024-12-10T13:37:25.172710Z",1497,1.788,"Neutral","2024-12-10T13:37:25.172710Z"
"Đất_nước đã bốn nghìn năm chinh_chiến ngày_nay chúng_tôi vẫn được tổ_quốc gọi tên mình để tiếp bước chân các anh giữ_gìn nền độc_lập và tự_do của dân_tộc",1500,"1","2024-12-10T13:37:33.742787Z",1498,8.241,"Proud","2024-12-10T13:37:33.742787Z"
"trung anhthai4630 nghèo_đói hay không tao không bàn đến nhưng tiền công_lao_động phải xứng_đáng sức_lực bỏ ra Diễn như này thì cát xê bao_nhiêu cho đủ https youtu be n6z9PxLL2Aw rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing",1501,"1","2024-12-10T13:37:34.921695Z",1499,0.84,"Neutral","2024-12-10T13:37:34.921695Z"
"Tôi nghĩ thế_hệ sau mỗi ng Việt_Nam nên đến Khe_Sanh Thành_Cổ Trường_Sơn_vv để nhớ tới các vị Anh Hubgf",1502,"1","2024-12-10T13:37:39.508771Z",1500,4.249,"Thankful","2024-12-10T13:37:39.508771Z"
"Nói nhanh quá Có ngữ_điệu thì hay",1503,"1","2024-12-10T13:37:40.949579Z",1501,1.131,"Neutral","2024-12-10T13:37:40.949579Z"
"tienlevan4443 bọn bò vàng ba sọc đỏ chuyên nhai_lại cỏ Mỹ truyền_thông bẩn vẫn ra_sức chống_phá VN ta không chịu quy_thuận_chánh nghĩa quốc_gia các bạn ạ",1504,"1","2024-12-10T13:37:42.811082Z",1502,1.551,"Neutral","2024-12-10T13:37:42.811082Z"
"Chú ruột mình hi_sinh năm 1973 tại quảng_trị",1505,"1","2024-12-10T13:37:44.813497Z",1503,1.67,"Sad","2024-12-10T13:37:44.813497Z"
"Con xin cảm_ơn bà bạn cuqr bà và tất_cả những cha_ông đã chiến_đấu vì độc_lập dân_tộc",1506,"1","2024-12-10T13:37:47.123771Z",1504,1.995,"Thankful","2024-12-10T13:37:47.123771Z"
"Con và mọi ng cúi đầu cảm_ơn bác và các cụ cha ôg đã đổ mồ_hôi máu_thịt vì đất_nước mà các con có được ngày hôm_nay ạ red_heart red_heart red_heart red_heart",1507,"1","2024-12-10T13:37:48.664162Z",1505,1.221,"Thankful","2024-12-10T13:37:48.664162Z"
"Tổ_quốc và nhân_dân không được quên công_ơn của các anh_hùng đã vì nước hi_sinh cho chúng_ta được sống ngày hôm_nay",1508,"1","2024-12-10T13:37:51.471561Z",1506,2.489,"Thankful","2024-12-10T13:37:51.471561Z"
"Xem thê nay gio pho tông thông mi lai xang bat tay ho nhanh quên thât viêt nam minh nho nhung không quên đuoc vân ôk lam ban_vi gio 2021 rôi chu ông_cha chung bom mât xac hoi mi xem co đên đuoc hai côt không",1509,"1","2024-12-10T13:38:02.945703Z",1507,11.128,"Neutral","2024-12-10T13:38:02.945703Z"
"Búa_tạ quai mỗi công sạt con mà các bộ quái chuẩn nhở Chẳng trượt cái nào",1510,"1","2024-12-10T13:38:05.019912Z",1508,1.743,"Neutral","2024-12-10T13:38:05.019912Z"
"mình cũng giống bạn luôn",1511,"1","2024-12-10T13:38:06.761740Z",1509,1.415,"Neutral","2024-12-10T13:38:06.761740Z"
"ĐIệp_viên nằm_vùng Nguyễn Văn_THiệu và những quyết_định chí mạng",1512,"1","2024-12-10T13:38:10.786632Z",1510,3.688,"Neutral","2024-12-10T13:38:10.786632Z"
"Sao lại có ảnh hà_nội bắn b52 v ạ",1513,"1","2024-12-10T13:38:18.013751Z",1511,6.901,"Neutral","2024-12-10T13:38:18.013751Z"
"Quân_đội ta rất anh_hùng Đời_đời nhớ ơn các anh_hùng liệt_sĩ",1514,"1","2024-12-10T13:38:23.454869Z",1512,5.112,"Thankful","2024-12-10T13:38:23.456400Z"
"Đau_thương mất_mát của cả hai bên là vô_cùng to_lớn Mong đất_nước_độc_lập phát_triển",1515,"1","2024-12-10T13:38:26.321050Z",1513,2.533,"Sad","2024-12-10T13:38:26.321050Z"
"Ông mình hy_sinh ở thành cổ vẫn chưa tìm được hài_cốt",1516,"1","2024-12-10T13:38:28.135424Z",1514,1.499,"Sad","2024-12-10T13:38:28.135424Z"
"Nói thêm để các bạn biết căn_cứ mai hắc đế bọn ngụy_chồng 4 cây đa giờ còn 3 cây bây_giờ là tỉnh đội Đak_lắc và bậnh viện tỉnh Còn chận địa pháo của ta đặt tại Đạt lý cách buôn ma thuột chưa đầy 10 km mà chúng không hay_biết Địa_bàn đặt pháo của ta có_thể khống_chế được sân_bay và ngã 3 hòa bình Quốc_lộ 14 từ Gia_lai lên Tướng_lĩnh ta giỏi thật",1517,"1","2024-12-10T13:38:29.985188Z",1515,1.525,"Neutral","2024-12-10T13:38:29.985188Z"
"Anh tôi đó 81 ngày đỏ_lửa Vẫn cười tươi rạng_rỡ như trăng rằm Thạch_Hãn ới anh đã vượt qua Cổ thành ơi máu anh đã nhuộm Đến hôm_nay mầu xanh trở_lại Nhưng còn anh mãi nằm sâu lòng đất",1518,"1","2024-12-10T13:38:35.078917Z",1516,4.77,"Sad","2024-12-10T13:38:35.078917Z"
"Xem mà khóc và tự_hào toàn những sinh_viên trẻ toàn những tương_lai của đất_nước đã ngã xuống vì nền độc_lập tự_do của đất_nước heart_suit heart_suit heart_suit",1519,"1","2024-12-10T13:38:38.509621Z",1517,3.112,"Proud","2024-12-10T13:38:38.509621Z"
"Kenjiunovt không thắng cũng chẳng thua chạm_mặt biết nhau rồi lên ai cũng chạm đến mục_đích rồi dừng thôi đừng bảo tàu không được cái gì",1520,"1","2024-12-10T13:38:41.600286Z",1518,2.757,"Neutral","2024-12-10T13:38:41.600286Z"
"Khi tai thap hon nhung ta van thang vang doi chi co the la tri tue va tinh than dan toc Viet_Nam",1521,"1","2024-12-10T13:38:44.564542Z",1519,2.601,"Proud","2024-12-10T13:38:44.564542Z"
"quân địch đi 3 quân ta đi cả trận này với trận thành cổ không khác gì cối_xay thịt",1522,"1","2024-12-10T13:38:46.611161Z",1520,1.694,"Neutral","2024-12-10T13:38:46.611161Z"
"Vietnam desktop_computer telephone_receiver công_khai tất_cả Vietnam desktop_computer telephone_receiver",1523,"1","2024-12-10T13:38:48.438486Z",1521,1.497,"Neutral","2024-12-10T13:38:48.438486Z"
"VN mình luôn quyết_tử cho tổ_quốc quyết_sinh mà dù thắng Mỹ nhưng QĐ VN tổn_thất đến hơn chục lần",1524,"1","2024-12-10T13:38:50.677497Z",1522,1.895,"Proud","2024-12-10T13:38:50.677497Z"
"Mẹ_kiếp không có tàu cộng nó giúp thì có mà mất điện nha Nếu cái bẫy đó hiệu_quả thì mang ra biển đông đi xem sao Đúng là mẹ hát con khen Nghe muốn nôn_oe",1525,"1","2024-12-10T13:38:52.945703Z",1523,1.95,"Neutral","2024-12-10T13:38:52.945703Z"
"Nguoi ta đanh ma tư hao gi ăn ơ kiêu gi ma bi ăn đon hoai",1526,"1","2024-12-10T13:38:58.675418Z",1524,5.406,"Angry","2024-12-10T13:38:58.675418Z"
"Dân tôcviêt nam là môt dân tôc ạnh hùng chưa bao_giờ khuất phuc trươc bât kỳ kẻ_thù nào từ quân tần tống thoát hoan phải chui vao ông đồng vẫn bi bắt sống cả tướng đờ cát try của pháp vây những kẻ_cướp nuoc không vako bao giơ khuất phuc nôi dân tôc viêt nam",1527,"1","2024-12-10T13:39:00.755908Z",1525,1.765,"Proud","2024-12-10T13:39:00.755908Z"
"Thật lòng từ nhỏ qua sử_sách qua lời kể của bố_mẹ mình rất tự_hào và trân_trọng thế_hệ như ông ngoại bạn nhất_là khi mình ra nước_ngoài tổ_quốc Việt_nam nhân_dân Việt_nam không bao_giờ quên những ng như ô ngoại bạn red_heart",1528,"1","2024-12-10T13:39:03.303951Z",1526,2.226,"Proud","2024-12-10T13:39:03.303951Z"
"Gia cát lạng còn sợ",1529,"1","2024-12-10T13:39:05.219905Z",1527,1.581,"Neutral","2024-12-10T13:39:05.219905Z"
"Quân_đội vn thời này thid không dám nói vì lớp quân thiện_chiến đã già hết rồi và tư_tưởng có_thể khác hẳn các bác ngày_xưa nhưng quân_đội vn thời ông_già tôi thì khỏi phải nói tầm ông Tq này thì càng đánh càng tan xác Đến 600k quân mỹ 1 5t quân vnch cùng hàng trăm ngàn phương_tiện thiết_bị hiện_đại còn chịu không nổi Bố tôi từng nói ngày 30 4 nếu cq chế_độ củ không đầu_hàng thì sg này đã tan_nát thành từng mảnh",1530,"1","2024-12-10T13:39:07.680218Z",1528,2.125,"Neutral","2024-12-10T13:39:07.680218Z"
"video rất hay cảm_ơn bạn",1531,"1","2024-12-10T13:39:17.572381Z",1529,9.572,"Neutral","2024-12-10T13:39:17.572381Z"
"TQ nói thế cho bớt nhục thôi",1532,"1","2024-12-10T13:39:19.398270Z",1530,1.464,"Neutral","2024-12-10T13:39:19.398270Z"
"Việt cộng bảo_vệ thành hay_là miền bắc bảo_vệ_vậy",1533,"1","2024-12-10T13:39:20.943343Z",1531,1.218,"Neutral","2024-12-10T13:39:20.943343Z"
"Đó có cả tương Giang đánh trận bây_giờ làm_bộ_trưởng quốc_phòng VN TQ tuổi gì face_with_tears_of_joy grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat",1534,"1","2024-12-10T13:39:22.819390Z",1532,1.544,"Neutral","2024-12-10T13:39:22.819390Z"
"Cảm_ơn Bố bạn và đồng_chí của ông smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts",1535,"1","2024-12-10T13:39:24.536714Z",1533,1.379,"Neutral","2024-12-10T13:39:24.536714Z"
"Những câu_thơ luôn chạm đến trái_tim Mỗi khi nghĩ đến mất_mát đau_thương trong chiến_tranh những câu_thơ này thường hiện trong tâm_trí crying_face crying_face",1536,"1","2024-12-10T13:39:28.058629Z",1534,3.182,"Neutral","2024-12-10T13:39:28.058629Z"
"Thực_ra trong số chiến_binh trung quốc đánh VN thì trong đó còn có ân mưu xoá_sổ các cựu_chiến_binh của Đặng Tiểu_Bình_Mặt dù Thua nhưng vẫn đặt được 3 mụch tiêu đã đặt ra nên phải rút quân vì lúc đó lực_lượng TQ không_thể so_bì với VN",1537,"1","2024-12-10T13:39:30.449512Z",1535,2.049,"Neutral","2024-12-10T13:39:30.449512Z"
"bao_nhieu su dda chet o dday",1538,"1","2024-12-10T13:39:34.531253Z",1536,3.738,"Sad","2024-12-10T13:39:34.531253Z"
"dlbk102 chống giặc dễ thì không đánh mười mấy hai mươi năm hi_sinh không biết_bao_nhiêu xương_máu ông_cha ta B đang ở thời_bình thì nói g cũng dễ",1539,"1","2024-12-10T13:39:37.662594Z",1537,2.772,"Neutral","2024-12-10T13:39:37.662594Z"
"Ơ 46 năm khát nước lắm hả",1540,"1","2024-12-10T13:39:39.070367Z",1538,1.059,"Neutral","2024-12-10T13:39:39.070367Z"
"không cần phải xem video tao cũng biết là Trung_Quốc nó sợ Nga thôi không thì nó chiếm HN đơn_giản thôi Nga đưa quân vào Việt_Nam và bảo Trung_Quốc là nếu_như mà không rút quân thì Nga sẽ đưa quân vào đánh Cho_nên là nó mới sợ và rút quân thôi",1541,"1","2024-12-10T13:39:45.115108Z",1539,5.705,"Neutral","2024-12-10T13:39:45.115108Z"
"ssrvn1727 bạn đang ở VN hay ở US vậy trận khe sanh một trận Mỹ định thả bomb nguyên_tử tại VN May chứ không nhờ ơn Mỹ mà VN được hưởng tự_do kiểu Mỹ trên thiên_đàng được giải_phóng khỏi trái_đất rồi tích_cực 77 ngày_một bên trang_bị tận răng một bên dùng ý_chí sức người Hậu_phương một bên đế_quốc một bên bác nông_dân cụ phụ_lão Muốn bảo ai đánh trận ngon hơn thì thằng Mỹ cầm M16 300 thằng Mỹ vơi 300 anh bộ_đội cầm AK47 quánh tay bo ok Chứ tụi bây so lính Mỹ chơi gái ăn pate thả bomb yểm_trợ nấm trong hầm giăng hàng_rào điện_tử đợi người_ta tấn_công cầm sniper nỉa thì đúng là bách nhục tích_cực Đánh với anh nông_dân VN mà đòi dùng bomb nguyên_tử để giải_cứu khe sanh Phe ủng_hộ Mỹ thì cho rằng Lính Mỹ chết 1000 Cộng_sản chết 2 500 dến 15 000 người Nhưng chính_nghĩa_là phe nào thì lại không nói Mang_tiếng bộ an_ninh quốc_gia Mỹ mà toàn đi quánh lộn ở ngoài nước Mỹ không Quánh với Iraq quần_đùi ba lỗ Quánh với Việt cộng ăn lương_khô ngủ trong rừng Ha_ha",1542,"1","2024-12-10T13:39:46.359059Z",1540,0.895,"Neutral","2024-12-10T13:39:46.359059Z"
"Giỏi quá anh_dũng quá Q Đ N D Dân_tộc Việt_Nam Tổ_quốc Việt_Nam Anh_hùng",1543,"1","2024-12-10T13:39:49.791814Z",1541,3.047,"Proud","2024-12-10T13:39:49.791814Z"
"Bọn mọi mỹ cũng chỉ biết dùng biển trực_thăng với b52 nhỉ Tưởng thế_là hay cuối_cùng vẫn thua thinking_face thinking_face thinking_face",1544,"1","2024-12-10T13:39:52.397286Z",1542,2.247,"Neutral","2024-12-10T13:39:52.397286Z"
"Ảo ư Bạn đã trực_tiếp được xem máy_bay mỹ và máy_bay của miền bắc quần nhau trên không chưa Lượng máy_bay của mỹ bao h cũng đông hơn từ 4 5 lần máy_bay của miền bắc nhưng trận nào kết_quả bên mỹ vẫn thua đau hơn miền bắc nhiều Trong khi máy_bay mỹ thì hiện_đại",1545,"1","2024-12-10T13:39:54.007991Z",1543,1.246,"Neutral","2024-12-10T13:39:54.007991Z"
"Cha bạn bị tra_tấn không khai á Mà biết gì mà khai",1546,"1","2024-12-10T13:39:55.803366Z",1544,1.436,"Neutral","2024-12-10T13:39:55.803366Z"
"Xạo quá đi sao lúc đó a không thấy ông nội e",1547,"1","2024-12-10T13:40:00.329184Z",1545,4.157,"Neutral","2024-12-10T13:40:00.329184Z"
"Bọn nó còn nói ĐBP là do TQ đánh chứ đâu phải người Việt_Ôi có mắt mà như mù họ thật đáng thương",1548,"1","2024-12-10T13:40:07.064933Z",1546,6.367,"Angry","2024-12-10T13:40:07.064933Z"
"31 40 1 chiến_sỹ anh_dũng hs",1549,"1","2024-12-10T13:40:08.296167Z",1547,0.873,"Neutral","2024-12-10T13:40:08.296167Z"
"Muôn_đời nghi nhớ hi_sinh của ông bà nội cônglao của bố với nghĩa_vụ bảo_vệ giữ_gìn sây dựng toquoc",1550,"1","2024-12-10T13:40:10.314044Z",1548,1.662,"Thankful","2024-12-10T13:40:10.314044Z"
"Vietnam being a terrorists from 1960 and to present day",1551,"1","2024-12-10T13:40:11.550874Z",1549,0.872,"Neutral","2024-12-10T13:40:11.550874Z"
"It was the American leader nightmare but it was also the VC foot solders nightmare The VC leaders have never had any nightmare because they have never cared không back then không even now Here is the record 6000 US marines in Khe_Sanh bases 34000 VC troops Final casualty 274 killed 2541 wounded from US side 229 killed 436 wounded from South VN 1602 North VN bodies left behind counted The NGO Non Government Organization estimated 5550 killed and no report of casualty So let s see if this is the American South VN or North VN nightmare Again it was the troop nightmare The_communist leaders were all cool",1552,"1","2024-12-10T13:40:12.704015Z",1550,0.812,"Neutral","2024-12-10T13:40:12.704015Z"
"Mình đã rưng_rưng xúc_động khi xem video này Các ông các chú các bác ngày đó quá dũng_mãnh gan_dạ và thông_minh",1553,"1","2024-12-10T13:40:17.890812Z",1551,4.821,"Sad","2024-12-10T13:40:17.890812Z"
"Nói thế ai cũng tự hiểu là Trung_Quốc rồi Ngoại_giao nó phải thế giữ bộ_mặt cho nước_lớn một_chút thì mình cũng chả mất_mát gì và còn tránh được_việc đối_đầu",1554,"1","2024-12-10T13:40:20.155208Z",1552,1.882,"Neutral","2024-12-10T13:40:20.155208Z"
"Mkmkmk9 Mm 9k MMO mk ii",1555,"1","2024-12-10T13:40:21.626250Z",1553,1.096,"Neutral","2024-12-10T13:40:21.626250Z"
"304 ở Vĩnh_châu phúc à",1556,"1","2024-12-10T13:40:22.828390Z",1554,0.857,"Neutral","2024-12-10T13:40:22.828390Z"
"sangtruong571 chẳng ai tình_nguyện cả bắt_buộc phải đi",1557,"1","2024-12-10T13:40:25.550171Z",1555,2.354,"Neutral","2024-12-10T13:40:25.550171Z"
"Đọc bình_luận mới biết các bạn trẻ cũng rất biết_ơn đến các bậc cha_ông Mong các bạn nối_tiếp truyền_thống cha_ông Học giỏi để giữ nước và dựng nước Trang sử hào_hùng sẽ được viết tiếp từ các bạn red_heart red_heart",1558,"1","2024-12-10T13:40:30.641403Z",1556,4.747,"Thankful","2024-12-10T13:40:30.641403Z"
"lúc bọn tq đánh việt nam dung ngay lính du phòng của vn nếu dung ngay lính chính_quy thì không có cửa tro về đâu",1559,"1","2024-12-10T13:40:32.647552Z",1557,1.649,"Neutral","2024-12-10T13:40:32.647552Z"
"Nhỏ học lịch_sử nghe cô nói trong sách không ah buồn_ngủ và không hiểu",1560,"1","2024-12-10T13:40:37.152239Z",1558,4.13,"Neutral","2024-12-10T13:40:37.152239Z"
"Có all in có đến chân_thành Hà_Nội chưa chắc đã chiếm đc mà chiếm được thì sao các cụ vẫn sẽ vả sml lũ xâm_lược thôi",1561,"1","2024-12-10T13:40:39.003990Z",1559,1.474,"Neutral","2024-12-10T13:40:39.003990Z"
"phoaonguyen5740 bạn nhận_thức không đúng bạn phải biết nhìn_nhận chứ ruộng_vườn nương_rẫy giờ nhà_nước giao cho nông_dân rồi sản_phẩm rau củ quả tươi_sống gia_súc gia_cầm của nông_dân làm ra TQ nó không mua thì ai mua không bán được nông_sản thì dân lấy tiền đâu mà sống mặc_dù dân việt_nam rất ghét TQ nhưng ở việt nam nông_dân chiếm 70 dân_số người_ta vẫn muốn làm_ăn với TQ để bán nông_sản đó là điều bắt_buộc còn thằng Nga nó bỏ vốn ra khai_thác dầu_khí ngoài biển cho VN bán vũ_khí giá rẻ cho VN chơi với nó chỉ có lợi chứ VN có mất gì cho nó bạn phải biết đời_sống dân giờ no_ấm cũng nhờ sinh_lợi từ làm_ăn với Mỹ Nga TQ và các nước khác đấy đối_với CS việt nam cần phải nói hay cho CS TQ vì CS TQ khác CS việt_nam cũng giống như sự khác nhau giữa đạo KiTo_giáo và Tin_Lành_giáo đó",1562,"1","2024-12-10T13:40:40.092133Z",1560,0.732,"Neutral","2024-12-10T13:40:40.092133Z"
"Ngày E852 đóng ở trà lĩnh cao bằng Nghe thấy thằng tàu là máu sôi lên rồi nó là con cáo năm 56 rồi 74 nó chiếm hoàng sa năm 78 nó nuôi pônpot đánh tây nam năm 79 nó đánh 6 tỉnh phía bắc năm 88 nó chiếm trường_sa",1563,"1","2024-12-10T13:40:41.683727Z",1561,1.217,"Neutral","2024-12-10T13:40:41.683727Z"
"Đội quân giải_phóng sức_mạnh vô_địch cân cả thế_giới còn được chứ nói gì miền nam",1564,"1","2024-12-10T13:40:45.945055Z",1562,3.913,"Proud","2024-12-10T13:40:45.945055Z"
"Bộ_Đội VN GIỎI NHẤT THẾ_GIỚI",1565,"1","2024-12-10T13:40:47.535917Z",1563,1.259,"Proud","2024-12-10T13:40:47.535917Z"
"ChiiiLess gia_đình mình cũng đã mấy lần vào trong Nam mà vẫn chưa thể tìm được hài_cốt hoặc mộ của anh_trai mình không biết anh mình nằm cùng đồng_đội ở chiến_hào nào rồi pleading_face pleading_face",1566,"1","2024-12-10T13:40:49.389555Z",1564,1.5,"Neutral","2024-12-10T13:40:49.389555Z"
"Thật khâm_phục không còn từ gì mỹ_miều để nói lên ông_cha ta nữa",1567,"1","2024-12-10T13:40:52.264002Z",1565,2.507,"Thankful","2024-12-10T13:40:52.264002Z"
"ừa tàu đem chủ_lực sang đập hà_nội thì giờ biên_giới việt nam 2quảng còn biên_giới sô kế bên việt_nam",1568,"1","2024-12-10T13:40:54.256610Z",1566,1.651,"Neutral","2024-12-10T13:40:54.256610Z"
"Thật tuyệt_vời quân_đội việt nam anh_hùng",1569,"1","2024-12-10T13:40:56.597024Z",1567,1.99,"Proud","2024-12-10T13:40:56.597024Z"
"Giờ thì mình hiểu tại_sao khi mẹ mình hỏi con biết đồng_chí Sáu Thiệu không thì mình không biết rồi Vì tình_báo Việt_Nam ta giỏi quá lên tận tổng_thống thế này thì tuyệt_vời Đời_đời nhớ ơn Đồng_chí Sáu_Thiệu đã giảm tổn_thất cho quân Giải_phóng miền Nam chúng_tôi",1570,"1","2024-12-10T13:41:02.716237Z",1568,5.758,"Thankful","2024-12-10T13:41:02.716237Z"
"dizzy dizzy sweat_droplets angry_face_with_horns angry_face_with_horns angry_face frowning_face dizzy dizzy ZZZ sweat_droplets smiling_face_with_horns glowing_star leftwards_hand angry_face_with_horns smiling_face_with_horns angry_face frowning_face confused_face robot dizzy sweat_droplets sweat_droplets smiling_face_with_horns smiling_face_with_horns angry_face_with_horns frowning_face robot anatomical_heart leftwards_hand cat_with_wry_smile cat_with_wry_smile angry_face frowning_face slightly_frowning_face robot grinning_cat ZZZ cat_with_wry_smile smiling_face_with_horns angry_face_with_horns smiling_face_with_horns angry_face_with_horns frowning_face slightly_frowning_face robot grinning_cat robot dizzy left facing_fist smiling_face_with_horns face_holding_back_tears slightly_frowning_face grinning_cat dizzy sweat_droplets angry_face_with_horns angry_face_with_horns smiling_face_with_hearts beaming_face_with_smiling_eyes smiling_face_with_tear smiling_face_with_hearts slightly_smiling_face winking_face_with_tongue smiling_face smiling_face_with_hearts smiling_face_with_heart eyes beaming_face_with_smiling_eyes smiling_face_with_tear smiling_face face_with_tears_of_joy beaming_face_with_smiling_eyes smiling_face_with_tear smiling_face_with_smiling_eyes grinning_face_with_sweat smiling_face_with_heart eyes grinning_face_with_sweat kissing_face_with_smiling_eyes grinning_squinting_face smiling_face_with_heart eyes smiling_face_with_tear",1571,"1","2024-12-10T13:41:05.187550Z",1569,2.109,"Neutral","2024-12-10T13:41:05.187550Z"
"Mong video được truyền_đạt với nhiều ngôn_ngữ để thế_giới biết về cuộc_chiến và con_người Việt_Nam",1572,"1","2024-12-10T13:41:07.216589Z",1570,1.658,"Neutral","2024-12-10T13:41:07.216589Z"
"Trungkien71 mày có hiểu gì về ls kg 58 nghìn lính mĩ chết đấy con mày xem cuộc_chiến 10 nghìn ngày đi xem lính mĩ ở khe sanh nó sợ thế_nào",1573,"1","2024-12-10T13:41:09.485592Z",1571,1.899,"Neutral","2024-12-10T13:41:09.485592Z"
"trận khe sanh là trận đánh vỗ_mặt của bộ_đội VN",1574,"1","2024-12-10T13:41:12.272654Z",1572,8.602,"Neutral","2024-12-10T13:41:23.641818Z"
"sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart",1575,"1","2024-12-10T13:41:36.663992Z",1573,2.29,"Neutral","2024-12-10T13:41:36.663992Z"
"Mình vinh_dự là khẩu_đội_trưởng khẩu_đội súng cao_xạ 12ly7 tiểu_đoàn 16 trực_thuộc Quân_Đoàn 2 Binh_đoàn Hương_Giang red_heart Đời_đời ghi_nhớ công_ơn và noi gương các Anh_hùng liệt_sĩ TRUNG_DŨNG THIỆN_CHIẾN",1576,"1","2024-12-10T13:41:40.114442Z",1574,3.102,"Neutral","2024-12-10T13:41:40.114442Z"
"Vô_cùng tự_hào mình là người Việt_Nam Được sống trong đất_nước thành bình Đất_Nước đang phát_triển như vũ_bão như ngày_nay chúng_ta phải trả_giá bằng bao_nhiêu xương_máu cha_ông Thật tự_hào khi tiêu_diệt hoàn_toàn các thế_lực thù_địch và chủ_nghĩa đế_quốc Xin cảm_ơn những Anh_Hùng đã hy_sinh vì Tổ_Quốc Xin cảm_ơn những ủng_hộ đóng_góp giúp_đỡ của anh_em thế_giới đặc_biệt là sự giúp_đỡ khổng_lồ của Liên_Xô về lượng tên_lửa vũ_khí hiện_đại KHKT kinh_tế máy_móc công_nghiệp vận_tải cho Việt_Nam Việt_Nam Hồ_Chí_Minh",1577,"1","2024-12-10T13:41:42.337157Z",1575,1.856,"Proud","2024-12-10T13:41:42.337157Z"
"Đánh như ở UK hiện_nay là tàn_khốc lắm lính hai bên chết nhiều đánh_đồng_bằng như ở cửa việt quảng_trị",1578,"1","2024-12-10T13:41:47.259596Z",1576,4.563,"Neutral","2024-12-10T13:41:47.259596Z"
"Lính miền Bắc chi_viện cho quân giải_phóng vào tới Nam_bộ chắc còn 30 Vì dọc đường họ bị bom rơi đạn bắn muỗi rừng sốt_rét chói nước bệnh_tật Chỉ từ năm 1974 trở_đi là quân vô ồ_ạt khỏe mạnh thôi nên kết_thúc chiến_tranh VN sớm năm 1975",1579,"1","2024-12-10T13:41:48.530980Z",1577,0.91,"Neutral","2024-12-10T13:41:48.530980Z"
"Da i như thê na y xem liê n ma ch max phê luôn",1580,"1","2024-12-10T13:41:49.833424Z",1578,0.967,"Neutral","2024-12-10T13:41:49.833424Z"
"58000 người mà phải ra hàng thế mới biết làm vì tiền của mẽo thì thế thôi hết tiền thì đánh làm gì hàng vô điều_kiện",1581,"1","2024-12-10T13:41:51.155654Z",1579,0.98,"Neutral","2024-12-10T13:41:51.155654Z"
"quochung3240 Thật tự_hào khi là con_cháu của Anh bộ_đội Cụ Hồ đã có những năm_tháng hào_hùng ấy Chýc bạn và gia_đình luôn vui_khỏe thành_công và hạnh_phúc",1582,"1","2024-12-10T13:41:52.997246Z",1580,1.49,"Proud","2024-12-10T13:41:52.997246Z"
"Bố của bạn là Niềm tự_hào của gia_đình dòng_họ và lớn hơn là của dân_tộc Chúng_tôi cũng được vui lây",1583,"1","2024-12-10T13:41:54.529805Z",1581,1.188,"Proud","2024-12-10T13:41:54.529805Z"
"Riêng về chiến_tranh Việt_nam ta luôn có những tướng đại_tài mà thời nào cũng có",1584,"1","2024-12-10T13:41:58.805648Z",1582,3.92,"Proud","2024-12-10T13:41:58.805648Z"
"Cái ông làm video bốc_phét một phần face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Nên nhớ vũ_khí chông Mỹ phần_lớn là Trung_Quốc_Con anh cả Vỉệt_Nam là Liên_Xô đã áp sát biên_giới Trung_Quốc rồi không rút mới_lạ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",1585,"1","2024-12-10T13:42:00.408641Z",1583,1.264,"Neutral","2024-12-10T13:42:00.408641Z"
"Coi xong vid cái làm được 2c sử_tích_cực",1586,"1","2024-12-10T13:42:03.368477Z",1584,2.6,"Neutral","2024-12-10T13:42:03.368477Z"
"Trời đã sinh ra nava sao lại còn sinh ra Tướng_Giáp",1587,"1","2024-12-10T13:42:06.329413Z",1585,2.599,"Neutral","2024-12-10T13:42:06.329413Z"
"mãi_mãi ngưỡng_mộ và nhớ ơn công_lao của các bác",1588,"1","2024-12-10T13:42:09.168271Z",1586,2.496,"Thankful","2024-12-10T13:42:09.168271Z"
